"AID","Book-Author"
62086,"Fred Tarpley"
62087,"Joseph Douglas Lawrence"
62088,"Jack Williams"
62089,"Pat and Joe Arthur"
62090,"Keith Guthrie"
62091,"Thomas R. Swick"
62092,"Michael Manning"
62093,"David L. Diles"
62094,"Arlene Voski Avakian"
62095,"Alan Korwin"
62096,"J. G. Bielawski"
62097,"Chris Bird"
62098,"LEMONY SNICKET"
62099,"Carolyn Hewes Toft"
62100,"Lerza&"
62101,"Elizabeth McNulty"
62102,"Julie Shively"
62103,"Dan B. Allendar"
62104,"Katherine Burt"
62105,"Eric Sandweiss"
62106,"William Barnaby Faherty"
62107,"Joseph Ledoux"
62108,"Aleda Renken"
62109,"Jeremy Barnes"
62110,"Andrew J. Russell"
62111,"Walter Benjamin"
62112,"Dorothy Schneider"
62113,"Tempo Books"
62114,"Alexander Gardner"
62115,"Paul Morton McIlvaine"
62116,"William B Magnan"
62117,"Yehudah Berg"
62118,"Kevin Amsler"
62119,"Mark James Owens"
62120,"Robert E. Knittel"
62121,"Dessa Byrd Reed"
62122,"Karl Raimund Popper"
62123,"Steller Pevsner"
62124,"Yehuda Berg"
62125,"Frederic Lehrman"
62126,"Sean Sellers"
62127,"Jeshajahu Weinberg"
62128,"Moshe Miller"
62129,"Robert Lafore"
62130,"Larry Silver"
62131,"Marcia B. Hall"
62132,"Aryeh Kaplan"
62133,"Arthur F. Hastings"
62134,"Barry Pritzker"
62135,"D.F. Rogers"
62136,"Stacey Bess"
62137,"Christopher Cerf"
62138,"A. E. Smith"
62139,"Richard Walter"
62140,"Ralph Moody"
62141,"Ann Lane Petry"
62142,"Rusty Hallock"
62143,"Nancy Simpson Levene"
62144,"Carolyn M. Bartels"
62145,"Belle Boyd"
62146,"Samuel Carr"
62147,"Anne S. Frobel"
62148,"Ann Hornaday"
62149,"Louise Barnett"
62150,"John Bakeless"
62151,"William C. Winter"
62152,"Jennifer Edstrom"
62153,"Beth Nugent"
62154,"Richard Peace"
62155,"Notch Miyake"
62156,"Michael Berenbaum"
62157,"Roselle K. Chartock"
62158,"Miklos Nyiszli"
62159,"Bill Rolston"
62160,"Isaac Newton"
62161,"LARA M. ZEISES"
62162,"Merrit Malloy"
62163,"Madalyn Aslan"
62164,"The Osbourne family"
62165,"Smith Scott"
62166,"Karen Desollar"
62167,"Lawrence M. Siegel"
62168,"Mike Sapien"
62169,"Microsoft Press"
62170,"Tim Daniels"
62171,"Everett Emerson"
62172,"GEORGE SCHUYLER"
62173,"E. R. Braithwaite"
62174,"James Kirkpatrick Davis"
62175,"Susan P. Schultz"
62176,"Joseph E. Harris"
62177,"Matthew Flint Arnett"
62178,"Mary Beckwith"
62179,"ROMA LIGOCKA"
62180,"Helen Custer"
62181,"Richard S. Brownlee"
62182,"Martin Arick"
62183,"John Beverley Butcher"
62184,"Michael Ninness"
62185,"Tim McNulty"
62186,"Lari Field Siler"
62187,"Nancy J. Friedman"
62188,"David Biedny"
62189,"Margaret Hoffman"
62190,"Adele Beatrice Lewis"
62191,"David Nagy-Farkas"
62192,"Sue Pattonn Thoele"
62193,"Michael H. Popkin"
62194,"RON JONES"
62195,"Matt Straznitskas"
62196,"Greg Roelofs"
62197,"PHILIP LEVINE"
62198,"Mark Link"
62199,"Timothy Liu"
62200,"Paul Raines"
62201,"Paul Sheer"
62202,"Steve Mason"
62203,"Peter. McWilliams"
62204,"JACK GILBERT"
62205,"Robert F. Morneau"
62206,"Regina Siegfried"
62207,"Reynold A. Nicholson"
62208,"Henry Graham Greene"
62209,"Sax Rohmer"
62210,"B. Minh Nguyen"
62211,"Linda Zisquit"
62212,"James J Kavanaugh"
62213,"Pauline Hopkins"
62214,"Sterling Johnson"
62215,"Hojo Tsukasa"
62216,"ANDREW VACHSS"
62217,"Colin  Jarman"
62218,"Marcia Falk"
62219,"Clinton Wong"
62220,"Patrick Killelea"
62221,"EDWARD F. MURPHY"
62222,"Johan Vromans"
62223,"Curt Aubley"
62224,"Cor Van Den Heuvel"
62225,"Julie Saffel"
62226,"Tim O'Reilly"
62227,"Shuichi Shigeno"
62228,"Eric Pearce"
62229,"Sergio Aragones"
62230,"The staff of O'Reilly & Associates"
62231,"Daughters of St. Paul Staff"
62232,"Daniel Gilly"
62233,"Peter Lamborn Wilson"
62234,"Norman Shakespeare"
62235,"Jerome P. Seaton"
62236,"Jonathan Knudsen"
62237,"Jonathan Gabay"
62238,"Tom Christiansen"
62239,"Margaret Scott"
62240,"Stephen Northcutt"
62241,"Gerald Tomlinson"
62242,"Nancy Walsh"
62243,"Jill Haak Adels"
62244,"T. Lobsang Rampa"
62245,"Jeffrey E. F. Friedl"
62246,"Heinrich Dumoulin"
62247,"Kevin Griffin"
62248,"Michael Michalko"
62249,"Eugene F. Rogers"
62250,"William Ray"
62251,"Charles Pickstone"
62252,"Mary Angela Shaughnessy"
62253,"Timothy D. Ritchey"
62254,"Horton Davies"
62255,"Charlie Scott"
62256,"Frederick J. Cwiekowski"
62257,"Pierre, Rev. Loret"
62258,"Scott M. Ballew"
62259,"Miriam Van Scott"
62260,"J. MacDonald"
62261,"Constance Victoria Briggs"
62262,"Edward M. Peters"
62263,"Helen Ellerbe"
62264,"Edward Geoffrey Parrinder"
62265,"Vera, MD Fahlberg"
62266,"Jay Forman"
62267,"Rita James Simon"
62268,"Wright Morris"
62269,"Lori Boatright"
62270,"Mic Hunter"
62271,"Entertainment Weekly Magazine Staff"
62272,"Heather Harpman Kopp"
62273,"W.S. MERWIN"
62274,"Mary Beth Lundgren"
62275,"Baruch Spinoza"
62276,"W. K. Stratton"
62277,"Doris Disney"
62278,"Donal Harrington"
62279,"Deborah McCann"
62280,"Joseph P. DeLaney"
62281,"Clarissa Watson"
62282,"John McQuiston II"
62283,"John Kirvan"
62284,"Esther Sager"
62285,"Barbara L Dondiego"
62286,"Judith Sutera"
62287,"Christine Harder Tangvald"
62288,"Francis Johnston"
62289,"Amy Houts"
62290,"Susan Haskins"
62291,"Benedictine Monks of st Augustines Abbey Ramsgate"
62292,"Michael K. Frith"
62293,"A. J. Oreilly"
62294,"Mother Columbo Hart"
62295,"Patti Normile"
62296,"Jim Bakker"
62297,"Wilfred Bockelman"
62298,"Argall"
62299,"Molly Wolf"
62300,"Robert Dole"
62301,"Kathie Billingslea Smith"
62302,"Norvene Vest"
62303,"Myra McLarey"
62304,"JOE KLEIN"
62305,"C. Justin Clements"
62306,"Colleen Smith"
62307,"James Breig"
62308,"Luis Buuel"
62309,"Helen Haidle"
62310,"Joan Mueller"
62311,"Karen Warner"
62312,"John Dollison"
62313,"Erika J. Chopich"
62314,"Raphael Levine"
62315,"Bruce Larsen"
62316,"Mort Weisinger"
62317,"Dom Aelred Graham"
62318,"Walter Scheele"
62319,"Charles E. Zech"
62320,"Nutribase"
62321,"Joan Sturkie"
62322,"John M. Buchanan"
62323,"Chrys Howard"
62324,"Alph Ligouri"
62325,"Bob Terrell"
62326,"Inger Edelfeldt"
62327,"Bonaventure Zerr"
62328,"Derek S. Lipman"
62329,"Susan A. Skolnick"
62330,"Paul R Wolf"
62331,"Elizabeth Shepard"
62332,"John McManners"
62333,"Sara J. Wrench"
62334,"McWhorter"
62335,"James A. Johnson"
62336,"Dana Daniels"
62337,"Lynn Figueroa"
62338,"Baird Whitlock"
62339,"Robert J. Miller"
62340,"Jim Naughton"
62341,"Matthew Parris"
62342,"Frank Bruni"
62343,"Joanne H. Meehl"
62344,"James Grieve"
62345,"Michael Harris"
62346,"Michael S. Rose"
62347,"James-Charles, Jr Noonan"
62348,"Thomas J. Ferraro"
62349,"Morgan Worthy"
62350,"Robert Broderick"
62351,"Martin Connell"
62352,"Russell B. Shaw"
62353,"John Button"
62354,"Jill Hamilton"
62355,"Charles E. Curran"
62356,"Beverly Larson"
62357,"Shirley Walker"
62358,"James A. Coriden"
62359,"Ying Bian"
62360,"Douglas G. Brinkley"
62361,"Liguori Publications"
62362,"Caryl Waller Krueger"
62363,"Desmond Finbarr"
62364,"University of Georgia Press"
62365,"Patrick Lose"
62366,"Frank Freidel"
62367,"Deborah Upton"
62368,"Carl Van Doren"
62369,"Wolfgang Beinert"
62370,"National Gallery of Art Washington"
62371,"Howard K. Beale"
62372,"Brian Coffey"
62373,"Swami Kriyananda"
62374,"Franz Schurmann"
62375,"Michael Edward Mallet"
62376,"Michael Drinkard"
62377,"Sam R. Watkins"
62378,"Jack Mitchell"
62379,"Charles L., Jr. Mee"
62380,"Victor W. Porlier"
62381,"Thomas Christopher"
62382,"Lady Colin Campbell"
62383,"Joseph Lash"
62384,"Anne de Courcy"
62385,"Jeane Dixon"
62386,"Joshua Lawrence Chamberlain"
62387,"Physicians' Desk Reference"
62388,"Andrew Robinson"
62389,"Ernest Freeberg"
62390,"Bryan Perrett"
62391,"Donald Harman Akenson"
62392,"Valerie Gennari Cooksley"
62393,"Melissa Green"
62394,"J. D. Morelock"
62395,"Eric Laurent"
62396,"Olaudah Equiano"
62397,"Yann Duchesne"
62398,"Richard Parker"
62399,"David Diamond"
62400,"Dick Morris"
62401,"Sarah Stein"
62402,"Bernie Ashman"
62403,"John D. Lenk"
62404,"Findhorn Community"
62405,"Michael, Phd Newton"
62406,"Phillipe Dupasquier"
62407,"David Chierichetti"
62408,"Robin Crow"
62409,"Ron Hazelton"
62410,"Alla Renee Bozarth"
62411,"Elsie Sechrist"
62412,"Gayle Reichler"
62413,"Elizabeth Debold"
62414,"Mary Turck"
62415,"Jacques Anis"
62416,"Susan Fowler Woodring"
62417,"Hatfield"
62418,"Victor N. Davich"
62419,"Chris Horrie"
62420,"Edward R. F. Sheehan"
62421,"Perry"
62422,"Maj Sjöwall"
62423,"Major Sjowall"
62424,"William Evans"
62425,"Guideposts Books"
62426,"Douglas W. Nance"
62427,"Ray Konopka"
62428,"Jeff Duntemann"
62429,"Thomas Bertram, Costain"
62430,"James Littlefield"
62431,"Todd Miller"
62432,"Claudia Edwards"
62433,"Jim Sterne"
62434,"Niklaus Wirth"
62435,"Evans Lawrence Watts"
62436,"Carey H. Cash"
62437,"Philip Bobbitt"
62438,"Somtow Sucharitkal"
62439,"Wayne A. Grudem"
62440,"Warren Norwood"
62441,"American Kennel Club Staff"
62442,"Kathleen Cox"
62443,"Norman Spinard"
62444,"Edita Vanderlyn"
62445,"Johanna Angermeyer"
62446,"Marcus Braybrooke"
62447,"Ben L. Burman"
62448,"Richard C. Whiteley"
62449,"Stacy Sims"
62450,"David McLellan"
62451,"STEVE SCHIRRIPA"
62452,"Richard. Appignanesi"
62453,"Gerald R. McDermott"
62454,"Robin Kirk"
62455,"Jill Jonnes"
62456,"Katrina Prado"
62457,"William C Hetzel"
62458,"Brian Richard Boylan"
62459,"David F Wells"
62460,"Capers Jones"
62461,"David F. Wells"
62462,"Alex Berson"
62463,"Tom Jr. Brown"
62464,"Nigel Hamilton"
62465,"Stanley Davidson"
62466,"John  Wooden"
62467,"Edwin H. Palmer"
62468,"Lisa Glatt"
62469,"JAMES JR RESTON"
62470,"Petra Mathers"
62471,"ScottForesman"
62472,"ROBERT A. CARO"
62473,"Scott Foresman"
62474,"Carl Kohler"
62475,"P. G. Nagle"
62476,"Mariaana Jäntti"
62477,"Haynes Johnson"
62478,"Anna-Maija Ylimaula"
62479,"Barbara Field"
62480,"Evan Harris Walker"
62481,"Ian Lade"
62482,"Art Crockett"
62483,"Joyce Madison"
62484,"Paul H., Ph.D. Ray"
62485,"David Ray Griffin"
62486,"Paul Sabatier"
62487,"Pat Heim"
62488,"Wayne Bryant Eldridge"
62489,"Victoria Randall"
62490,"WAYNE JOHNSON"
62491,"Vincent M. Iezzi"
62492,"Frances M. Malpezzi"
62493,"Chrystine Brouillet"
62494,"Hal Bodley"
62495,"Timothy W. Luke"
62496,"Juan Rodolfo Wilcock"
62497,"Linda Collins"
62498,"Nia Williams"
62499,"Juan Ramon Jimenes"
62500,"D. Whitelock"
62501,"A.R. Myers"
62502,"Stanley Thomas Bindoff"
62503,"Georg E. Becker"
62504,"J. P. Kenyon"
62505,"Hans-Peter Nolting"
62506,"John Harold Plumb"
62507,"D. Thomson"
62508,"Hans Conrad Zander"
62509,"Jochen Schwarze"
62510,"M.J. Engh"
62511,"Frans Pointl"
62512,"Ian T. MacMillan"
62513,"Roger Lonsdale"
62514,"Janwillen Van De Wetering"
62515,"Jan Van De Wetering"
62516,"Harry Hansen"
62517,"Robert R. Leonhard"
62518,"Michael Howard"
62519,"Captain B.H. Liddell Hart"
62520,"Ovide"
62521,"Robert Roper"
62522,"Kathryn Cave"
62523,"Jerry Walters"
62524,"ROBERT S. DEVINE"
62525,"H. W. Fowler"
62526,"Ronald MacDonald Douglas"
62527,"Wayne J. Keeley"
62528,"Linnea Dayton"
62529,"Ruth A. Nelson"
62530,"Robert J. Grant"
62531,"William P. MacK"
62532,"Monika Fagerholm"
62533,"Cynthia A.  Branigan"
62534,"Clark Cothern"
62535,"Helen Barnacle"
62536,"Patricia, Ph.D. McConnell"
62537,"George C. Perry"
62538,"Chloe Rayban"
62539,"University of Chicago Press Staff"
62540,"J. E. Kaufmann"
62541,"MATTHEW BUNSON"
62542,"Susan Ang"
62543,"Sam McAughtry"
62544,"Ferdinand Schevill"
62545,"Ian Strachan"
62546,"David Underdown"
62547,"Enid Richemont"
62548,"William C. Doster"
62549,"Robert L Lehrman"
62550,"Dominick Salvatore"
62551,"Abraham Merritt"
62552,"Wilgus"
62553,"Tsan-Hsueh"
62554,"Richard  Dibon-Smith"
62555,"Waitley"
62556,"Jules Witcover"
62557,"John Rupert, Sir Colville"
62558,"Arkon Daraul"
62559,"N. J. G. Pounds"
62560,"ALISON G. TAYLOR"
62561,"Kaatryn MacMorgan"
62562,"Danny P. Jackson"
62563,"Nichols"
62564,"Eva Hanagan"
62565,"Elizabeth Ashley"
62566,"Steve Carper"
62567,"Arturo Azuela"
62568,"George Rekers"
62569,"Anne Cleeves"
62570,"Barack Obama"
62571,"Diana Jordan"
62572,"Silvana Gandolfi"
62573,"Saskia Heintz"
62574,"Richard B. Lee"
62575,"Debbie Berne"
62576,"Pat Mora"
62577,"Elisa Root"
62578,"Kate Lock"
62579,"ALAN HOLLINGHURST"
62580,"Pedro Salinas"
62581,"Christopher Osborn"
62582,"STEVEN DASHEFSKY"
62583,"Clark Strand"
62584,"Nicolas Blake"
62585,"Keith Bradsher"
62586,"Sanford Friedman"
62587,"Ray Suarez"
62588,"Renee Roth-Hano"
62589,"J.J. Benitez"
62590,"Kat Kinkade"
62591,"Anke Cibach"
62592,"Marian Place"
62593,"Richard Wrangham"
62594,"Sabina Naber"
62595,"Marcus Cunliffe"
62596,"Stokely Carmichael"
62597,"James Keenan"
62598,"Rebekka Wulff"
62599,"Kim Cattrall"
62600,"Francis Henry King"
62601,"Regine R�?¶der-Ensikat"
62602,"Caroline Walsh"
62603,"On Your Own Publications"
62604,"John Peilmeier"
62605,"Elizabeth C. Spykman"
62606,"Allan Guraganus"
62607,"Charlotte Grimshaw"
62608,"Angela E�?�?er"
62609,"Thomas Glavinic"
62610,"Christopher Corbett"
62611,"Uli Aechtner"
62612,"David Krough"
62613,"Jutta Motz"
62614,"Heidi Rehn"
62615,"Dewitt Henry"
62616,"JEFF LINDSAY"
62617,"Sibyl James"
62618,"Agate Nesaule"
62619,"Michael Korenblit"
62620,"G. Lynne Snead"
62621,"Leo Marquiles"
62622,"Robert Wachter"
62623,"Rich Cohen"
62624,"Crystal E. Wilkinson"
62625,"Rob Rachowiecki"
62626,"Gisela Konopka"
62627,"Robert Peacock"
62628,"Nicholas C. Cooper-Lewter"
62629,"James Dubro"
62630,"N.S. Xavier"
62631,"J.E. Auer"
62632,"Randy Richmond"
62633,"Jennifer Raymond"
62634,"Ed Karvoski Jr."
62635,"Chiara Palazzolo"
62636,"Karen Whitehill"
62637,"Lyn Mikel Brown"
62638,"Brooke Williams"
62639,"John Monaghan"
62640,"Janet Yerby"
62641,"Charles C. Pinter"
62642,"Michael Begon"
62643,"Charles B. Strozier"
62644,"High Tide Press"
62645,"Peter B. Raabe"
62646,"Alvaro Pombo"
62647,"J. Caballero Bonald"
62648,"Michael Shurtleff"
62649,"Lonnie G. Barbach"
62650,"J. Hector St. John De Crevecoeur"
62651,"BARRY SANDERS"
62652,"Joel Turnipseed"
62653,"John Sherman"
62654,"Okrand"
62655,"James Still"
62656,"Mitchell Maglio"
62657,"Allan Asherman"
62658,"Robert  Cohen"
62659,"Elise  Lufkin"
62660,"Gordon Liddy"
62661,"BRENDA ADDERLY"
62662,"Steve Hayes"
62663,"Matt Hayes"
62664,"Martin Bell"
62665,"Su Xiaokang"
62666,"Hugh W. McKervill"
62667,"E.E. \Doc\"" Smith"""
62668,"Peter Hudson"
62669,"Richard Howard Brown"
62670,"Sue Macy"
62671,"Timothy Patrick McCarthy"
62672,"Edward E. Smith"
62673,"Jack Larkin"
62674,"Diane Solway"
62675,"Thorne Smith"
62676,"George, MD Sheehan"
62677,"Melissa Bruder"
62678,"ANTHONY DESTEFANO"
62679,"Yuko Tsushima"
62680,"John D'Emilio"
62681,"GWYNNE DYER"
62682,"Simon Richmond"
62683,"Honor Head"
62684,"Thomas, Merton"
62685,"Janus Adams"
62686,"E.T.A. Hoffman"
62687,"Denis O'Byrne"
62688,"Paul Hemphill"
62689,"Marva Collins"
62690,"STUDS TERKEL"
62691,"Adrian House"
62692,"Barry Turner"
62693,"Susan Randol"
62694,"Iona M. Teeguarden"
62695,"William L. O'Neill"
62696,"Michael Reed Gach"
62697,"Katsusuke Serizawa"
62698,"Mary Kay McDermott"
62699,"Eve  Adamson"
62700,"G. Scott Thomas"
62701,"Phillip Goodman"
62702,"Alan Foster"
62703,"Gerald Metroz"
62704,"Charles E. Sellier"
62705,"Virginia Hilu"
62706,"Van R. Mayhall"
62707,"Richard A. Lovett"
62708,"J. A. Lawrence"
62709,"William A. Settle"
62710,"H. Wright"
62711,"David Lee Roth"
62712,"Frank Burleson"
62713,"David Ransom"
62714,"T. Dicks"
62715,"Theodore Cogswell"
62716,"Robert M. Schroeck"
62717,"Michael Baxandall"
62718,"Eileen Pollinger"
62719,"Adam Thirlwell"
62720,"THOMAS PERRY"
62721,"Dana M. Anderson"
62722,"Charlotte Chandler"
62723,"Chris Steele-Perkins"
62724,"Larry J. Stephens"
62725,"Tom Baker"
62726,"D'Arcy O'Connor"
62727,"GORE VIDAL"
62728,"James Boylan"
62729,"Michael Corcoran"
62730,"Gene Hill"
62731,"Blair Jackson"
62732,"Carlos Garcia Gual"
62733,"Jimmy McDonough"
62734,"Alexis de Tocqueville"
62735,"Peter Gordon"
62736,"Jay Hopler"
62737,"John Einarson"
62738,"Anthony Shaffer"
62739,"Claudia Brenner"
62740,"Bjork"
62741,"STEPHEN DAVIS"
62742,"Jan Vladislav"
62743,"Zarate Appignanesi"
62744,"J. I. Merritt"
62745,"Judith C. Brown"
62746,"Robert Ruark"
62747,"Jennifer Eveland"
62748,"Kem Antilles"
62749,"Jerry Jeff Walker"
62750,"Sembene. Ousmane"
62751,"Ted Nugent"
62752,"Kurma Dasa"
62753,"Jan Wong"
62754,"Maurice Jarre"
62755,"Charles J. Alsheimer"
62756,"Merle Haggard"
62757,"Jason Ohler"
62758,"Katia Roberto"
62759,"Suzanne E. Harrill"
62760,"Birney, M.D. Dibble"
62761,"Susan Landsman"
62762,"Cyrinda Foxe-Tyler"
62763,"Martin Hocke"
62764,"Gregory Michael MacGregor"
62765,"Charles McQuaig"
62766,"Linda Gonsoulin"
62767,"Gwendolyn Gray"
62768,"Ghada Karmi"
62769,"Matt Bloom"
62770,"Elizabeth Lawrence"
62771,"Della Thompson"
62772,"Dennis Keen"
62773,"E. M. Bounds"
62774,"W. M. Miller"
62775,"Dan Herbst"
62776,"Paul M. Miller"
62777,"A Dumas"
62778,"Lynda Weinman"
62779,"Samantha Fraser"
62780,"Alice Bass"
62781,"Susan Dick"
62782,"Wini Breines"
62783,"J�?¼rgen Dall�?¼ge"
62784,"Grant Jeffrey"
62785,"Barton Inc."
62786,"J�?¼rgen Benvenuti"
62787,"J. F Powers"
62788,"Peter May"
62789,"Jürgen Alberts"
62790,"Caroline Brownlow"
62791,"Adriaan Venema"
62792,"Julie Harris"
62793,"Hong Ying"
62794,"Marshall  Brain"
62795,"Bernice Selden"
62796,"D. Thomas"
62797,"Quentin Schultze"
62798,"Stephand Mark"
62799,"Abdu'L-Baha"
62800,"Claire Derouineau"
62801,"PEARL CLEAGE"
62802,"Charles P. Pierce"
62803,"Anthony Serafini"
62804,"Linda Keen"
62805,"A. Ralph Epperson"
62806,"Kathleen A Curtis"
62807,"Hans Paul Guth"
62808,"Moselle Schaffer"
62809,"Paula Peterson"
62810,"Rosemary Haughton"
62811,"Constance Cumbey"
62812,"Gonzalo Moure"
62813,"Hugh Lynn. Cayce"
62814,"Jassamyn West"
62815,"H. M. Hoover"
62816,"Leon Nacson"
62817,"Sidney Lumet"
62818,"Oakley Stern Ray"
62819,"Suellen M. Hoy"
62820,"Michael Kryzanek"
62821,"Sarah Sargent"
62822,"Paul Hayden"
62823,"Shane Watson"
62824,"William Beckford"
62825,"Skye Rogers"
62826,"Kenny Kemp"
62827,"Stephen Kinnane"
62828,"Jarvis Jay Masters"
62829,"Fumio Niwa"
62830,"Max Dublin"
62831,"Karel G. van Loon"
62832,"Lyn Webster Wilde"
62833,"Kurt. Vonnegut"
62834,"Herbert Nass"
62835,"Armando Valladares"
62836,"Et Al Katzamn"
62837,"Kenneth E. Read"
62838,"Melvin Powers"
62839,"John M. Del Vecchio"
62840,"Stuart Goodman"
62841,"Russell Lucas"
62842,"Brian Perrin"
62843,"P. L. Firstbrook"
62844,"Toni Graham"
62845,"Jon Du Pre"
62846,"Jacobus Ten Broek"
62847,"Robert Eisler"
62848,"Richard M., Md. Restak"
62849,"Jillian Stewart"
62850,"Adrian Levy"
62851,"Gordon Dodds"
62852,"Marshall Crenshaw"
62853,"E. Lonnie Melashenko"
62854,"Lynn Valentine"
62855,"David Bornstein"
62856,"Linda Phillips"
62857,"Marc Siegel"
62858,"Kathleen Woodiwiss"
62859,"Vincent Flanders"
62860,"Alfred. Alvarez"
62861,"Zohra Greenhalgh"
62862,"Jonathan Bloom"
62863,"Ellen Chesler"
62864,"Sandra Eagleton"
62865,"Derek Randel"
62866,"Sheila Metzner"
62867,"Judith Levine"
62868,"Stephen Pyne"
62869,"Robert Stead"
62870,"Michael Ghiglieri"
62871,"Eva Wachinger"
62872,"Kyoichi Tsuzuki"
62873,"John Ruszkiewicz"
62874,"Bruce Jay Friedman"
62875,"Elisabeth Ruedy"
62876,"Patience Strong"
62877,"Frank Gifford"
62878,"David Kilgour"
62879,"TSAI CHIH CHUNG"
62880,"Joani Blank"
62881,"Barbara M. Zollner"
62882,"Larry E. Long"
62883,"Joyce Sutphen"
62884,"Tucholsky"
62885,"Jamie Sayen"
62886,"Carmen García-Fresca"
62887,"Gerald Lynch"
62888,"Elisha P. Douglass"
62889,"Sheila Dylan"
62890,"Bonnie Turner"
62891,"Schwab"
62892,"Severna Park"
62893,"François Rabelais"
62894,"R.A. Rebholz"
62895,"Kenneth Ray Stubbs"
62896,"Giroud"
62897,"James A Doyle"
62898,"Linda Schneider"
62899,"Philippe Meyer"
62900,"Tony Clayton-Lea"
62901,"Joyce Brooks"
62902,"Ashwini Sukthankar"
62903,"ANNE BARING"
62904,"Elisabeth Sussman"
62905,"Brian Singer-Towns"
62906,"Robert J Batastini"
62907,"L. Sumrall"
62908,"Marvin Hinten"
62909,"Joseph, Cardinal Bernardin"
62910,"James Walton"
62911,"Cynthia Meyers  Ross"
62912,"Harold Gleason"
62913,"Richard Alderson"
62914,"John E. Clay"
62915,"Richard R. Dunn"
62916,"Bob Rice"
62917,"David Philippart"
62918,"Connolly"
62919,"Louis L. Vine"
62920,"Mary H. Hebert"
62921,"Phyllis J. Day"
62922,"Tom Monte"
62923,"Frank J. Korn"
62924,"Richard Noll"
62925,"Marc Spitz"
62926,"John Snelling"
62927,"Martin A. Miller"
62928,"Joe Cooper"
62929,"Gerhard L. Weinberg"
62930,"Edward Barrow"
62931,"Nina Simone"
62932,"Sarvepalli Radharkrishnan"
62933,"A. E. W. Mason"
62934,"Eric Cheetham"
62935,"Keith Francis Strohm"
62936,"Phillip Kapleau Roshi"
62937,"Geshe Namgyal Wangchen"
62938,"Marlee Matlin"
62939,"Robin Lakoff"
62940,"JOSEPH GOLDSTEIN"
62941,"Jeremy Hayward"
62942,"Jetsun Pema"
62943,"Brendan Behan"
62944,"Ellen Greenberg"
62945,"Charles Veley"
62946,"Ann J. Lane"
62947,"Victoria Blake"
62948,"Eva Jane Price"
62949,"Oscar Janiger"
62950,"Talane Miedaner"
62951,"Kevin Kenny"
62952,"Salah Stetie"
62953,"Brenda F. Berrian"
62954,"Christopher J Matthews"
62955,"Rob Van Der Plas"
62956,"Howard Akler"
62957,"John F. Avedon"
62958,"Monica Sjoo"
62959,"Don Perrin"
62960,"Jack Hoffman"
62961,"SIMON BRETT"
62962,"Judy Bloomfield"
62963,"Oscar Peterson"
62964,"Allen, Ginsberg"
62965,"Fr�?©d�?©ric Dard"
62966,"Kevin Markey"
62967,"Virginia Mattingly"
62968,"Keith Carter"
62969,"Tong Shen"
62970,"Doris Stevens"
62971,"Steve Dale"
62972,"David Bradford"
62973,"Constance OBanyon"
62974,"David J. Darling"
62975,"Rene Zey"
62976,"Mala Sen"
62977,"Kelley Roark"
62978,"Mary Harelkin Bishop"
62979,"Mary Hareelkin Bishop"
62980,"JIM BEDARD"
62981,"Natalie Ann Comeau"
62982,"Pippa Greenwood"
62983,"Lyndsay Sands"
62984,"Bob Flowerdew"
62985,"Cynthia Hands"
62986,"Vickie York"
62987,"Mara Grey"
62988,"C.J. Peters"
62989,"Gisa John"
62990,"Charles Derber"
62991,"Patricia Marx"
62992,"David Katz"
62993,"L. Hartmann"
62994,"Lucy O'Brien"
62995,"Jo Pestum"
62996,"Craig Hansen Werner"
62997,"Ingrid Fischer-Schreiber"
62998,"Juliette Harris"
62999,"Hisako Matsubara"
63000,"Joy Blakeslee"
63001,"Jed Civic"
63002,"Louis Frederic"
63003,"Marianne Dresser"
63004,"Christopher Lucas"
63005,"Catharine R Stimpson"
63006,"Rita M. Gross"
63007,"S Fischer-Fabian"
63008,"James Cochrane"
63009,"Hans-Peter Beck-Bornholdt"
63010,"Henry Horenstein"
63011,"Andrew Goldsworthy"
63012,"Anne Ellis"
63013,"Thomas Townley MacAn"
63014,"David Galt"
63015,"John Grigg"
63016,"Diana Pullein-Thompson"
63017,"K. J. McWilliams"
63018,"David M. Buerge"
63019,"Ann F. Caron"
63020,"Kris Radish"
63021,"Patrick Spielman"
63022,"Kim Thomas"
63023,"Kfir Luzzatto"
63024,"Peter Alson"
63025,"Jadan B. Grace"
63026,"Kathleen Lamarche"
